ce_1,ce_2
-0.039625168,1.7621937
0.22803879,15.281904
-0.8655548,17.28701
1.7502878,12.683146
0.13650417,15.216396
0.8342018,14.169895
2.038437,11.857498
-0.061645508,15.91605
5.3331184,8.252987
0.41905212,14.9921
-1.0463791,17.557438
1.3781414,13.011543
-0.24438477,16.136026
2.3372803,12.136181
4.548435,9.251629
-0.30488968,16.393005
1.0537338,13.45681
-0.9955864,18.100508
3.6033783,10.060842
1.1871223,1.3638172
-0.20993423,15.868961
2.514944,11.450808
2.377348,11.463083
2.1924362,11.656441
6.788204,0.9996567
-0.32500648,16.495417
3.300499,10.606819
-0.11149979,15.765511
-0.15106201,15.599569
3.8722267,10.29813
0.19311905,15.745088
0.17918205,15.336971
4.210161,9.479691
0.6849289,13.916728
3.378416,10.258366
2.177578,11.796013
-1.1542549,17.93151
-0.8066292,17.714714
1.6616745,12.484056
5.997528,6.762798
-0.18763733,16.24767
2.9303713,10.699361
0.1029129,15.489861
1.143467,13.686047
-0.0010128021,16.44563
0.56569266,1.3473978
-0.653389,17.066492
-0.4580269,16.300144
1.981823,12.164852
0.025793076,15.615366
1.8631897,12.460136
0.59919167,14.947621
-0.73729706,17.030708
1.5416069,12.725906
3.4221096,9.865328
4.1725082,9.170723
2.5195427,11.131535
0.164505,15.17923
2.538643,11.341644
-1.0107594,18.023743
-0.43889236,16.250526
4.970191,7.798026
1.4159889,12.92173
1.3175278,13.09157
-0.3833828,15.791496
0.021326065,16.282366
0.13554001,15.615532
1.7368889,12.660625
0.17966461,15.294426
2.8241768,10.957085
0.7681844,14.457075
0.10554886,15.340643
6.4251175,6.9775085
1.4831619,12.770184
6.84721,5.567276
1.0148888,13.53507
-0.568573,16.901272
0.12086105,15.285526
5.179016,8.185736
0.19428253,15.235409
0.19436073,15.455353
1.34758,13.110458
-0.35324287,16.18768
0.09104538,15.155827
0.1895256,15.13311
-0.8889694,17.393204
0.9602432,13.919237
2.9181824,10.7164955
-0.19861603,16.4459
-0.15864372,15.816395
0.3562317,15.162453
5.8888702,7.2884293
0.5232296,14.9767685
6.834198,2.2843475
0.5738163,14.622517
0.62599945,14.456867
-0.32709694,16.553156
0.1704216,15.599675
0.5056648,14.460144
0.021568298,15.281887
0.5063286,14.596895
3.6651945,10.63534
2.193778,2.1404562
-0.57396793,16.849434
1.0142593,13.469131
0.30740356,15.116032
0.7454529,14.427675
-1.1598434,17.636278
1.685627,12.492586
6.4713554,7.2061577
0.25959206,14.918428
-0.010435104,15.592972
-0.30210114,16.122993
0.36193085,15.148457
-0.99769974,17.76989
5.2371006,8.449049
3.362831,10.680439
5.107586,8.139812
-0.060029984,16.15138
-0.24847603,16.207994
5.1804466,8.08963
0.11589432,15.495668
-0.036863327,15.216227
2.9048805,10.852581
0.3178959,14.857376
5.5011826,7.8129883
-0.72333336,17.102055
0.5333748,14.75819
2.2137222,11.805334
2.07452,11.688938
0.5034828,14.780827
0.8463316,0.9139662
3.1237373,2.948391
-0.9615402,17.806282
3.5795507,9.921377
-0.025701523,15.682922
3.7441955,9.497679
1.203846,13.504147
1.5292835,12.995674
2.754551,11.014957
6.63023,0.6259651
0.46926117,15.3245945
1.8992863,12.366556
-0.4968338,17.111946
0.7664261,14.737555
0.010356903,15.879158
-0.22383118,16.108261
0.007627487,16.012732
0.23707962,15.33716
-0.9593191,17.607473
0.8401909,14.092708
-0.76223946,17.25304
-0.7294388,17.363659
0.14835358,15.847266
0.17771912,15.71094
0.039621353,16.0461
-0.20406342,15.695158
2.486908,11.351908
0.9223404,13.909641
0.54338837,14.175375
0.038389206,15.772331
2.693262,10.832691
-0.013633728,15.731213
6.684889,4.7603016
1.7051582,12.270908
1.7353382,12.554348
-0.87742615,17.889278
0.40803146,14.89905
2.3575976,11.716611
1.1274986,13.881193
0.798893,14.447794
2.2032013,12.082384
-0.50019073,16.423414
-0.45177078,16.308023
-0.53004456,16.40823
0.52425766,14.983549
4.738556,8.572868
3.10326,10.771004
1.5378151,13.042504
1.3193054,13.239536
0.3426857,15.151793
-0.3356781,16.192072
0.9675636,14.343882
4.4051247,9.7146015
-0.25191307,15.841476
0.49041367,14.710128
0.7816591,14.650862
-0.8922272,17.406199
3.477271,9.950906
0.1631794,15.590464
3.591816,10.059849
-0.4700508,16.209145
4.0694733,9.73455
0.29588318,15.003925
0.16861343,15.266805
0.40364075,14.588295
0.723793,14.640312
6.010461,7.2792826
0.6781044,14.838049
0.3509102,15.04756
3.7825966,10.235823
-0.38652992,15.885906
6.749113,5.507246
-0.99295807,17.895065
2.3180256,11.220446
1.9182358,1.7711716
1.1875534,13.298447
1.325573,13.33917
-0.6357689,17.397152
-0.6097107,16.89933
-0.08590317,16.06916
8.438255,0.5226898
-0.52809525,17.063313
1.2853355,13.002512
0.9533005,14.048428
0.36154747,15.516412
-0.94335175,17.65284
0.7444191,14.245224
-0.34967804,16.363358
2.3880234,11.6250725
3.7919579,10.062888
5.5387897,7.7184963
0.8855629,14.244705
-1.0396023,17.803024
-0.9369831,17.475067
0.20341873,15.443621
0.06540108,15.190023
1.0530319,13.950289
0.9598446,14.261065
4.7538795,8.783829
4.8615274,8.072505
-0.8244343,17.468567
-0.0712204,15.69504
3.5453377,10.206528
0.33177567,15.432889
6.73864,3.411705
-0.057289124,15.590874
6.368001,6.7845697
1.8640137,12.205296
-0.9067488,16.982168
0.4522209,0.8095082
0.18092728,15.376438
0.79717493,14.118422
5.2257752,8.477049
0.29185128,0.6982033
3.2662506,10.329845
-0.67463684,16.41623
-0.3918972,16.380224
-0.46323776,16.640532
-0.5769577,16.41529
0.9442272,13.990342
0.24643707,15.486341
0.8075218,14.455005
0.031936646,15.435587
-1.0219841,17.616089
-0.35798645,16.176046
0.2355156,15.354016
1.0653439,13.868385
2.2669601,11.296473
2.3363838,11.520948
-0.95504,17.633694
3.0984173,10.275209
-0.35481834,15.962206
2.2339478,11.334465
2.318428,11.7909355
6.5881443,2.5367355
0.47662735,14.95783
3.592926,10.044007
1.0124397,13.95671
0.52264214,15.121472
-0.2217598,2.0078104
3.364468,10.739815
0.87755203,13.872985
-0.4036026,16.347704
0.3812046,15.053519
0.17183304,15.353356
0.37286377,14.525664
-0.20059967,15.832493
0.09799194,16.309656
-0.71585464,16.771095
0.40900803,14.742643
1.3186684,13.065552
5.8722725,7.171673
1.8986664,1.8444862
1.9353642,12.363194
0.62422943,14.901472
1.9165211,12.417494
-0.10679817,15.93296
0.81365204,14.061892
4.3103714,8.914274
6.752905,4.965107
1.4729347,13.314526
-0.0808506,16.176617
0.29542542,14.99474
0.32137775,0.7105298
0.74783325,14.331722
1.5494156,12.6587925
4.250248,9.325344
0.78383017,0.58763933
2.925808,2.7819824
5.078307,8.453727
0.29678726,15.223024
5.9572678,7.623131
6.494526,6.6473846
0.9104996,13.958458
1.5658417,12.86779
0.577888,0.91417
1.9988708,11.983754
-0.7694969,17.209435
0.0835228,15.340931
2.2252502,12.142733
-1.1601257,17.917477
4.080862,9.228235
1.2772751,13.476913
-0.20243454,16.098574
-0.14744568,16.086643
0.041256905,1.8949041
0.92394257,14.1194515
-0.12263489,16.100319
2.1995296,12.009714
4.300312,9.387067
0.097761154,15.455396
1.1830673,13.642971
1.3412676,12.792998
0.17070389,15.540573
-0.12324333,15.8174515
0.06941223,15.758209
6.803421,5.033985
0.07218933,15.678593
2.1516724,12.000603
3.4046478,10.419114
-1.1852608,17.866882
1.6102505,12.758305
0.594244,14.151526
1.392559,13.154036
-0.76600266,17.62858
0.87957764,13.8601265
-0.50309753,16.570347
-0.8763428,16.875961
-0.16771317,16.075243
-0.7193289,17.053204
4.284235,9.893692
1.3566933,13.354998
-0.59578705,16.437761
6.093498,6.0818024
3.8811378,9.578564
-0.44751072,17.013893
0.4921646,14.929754
-1.0827999,18.026062
1.6806526,12.678427
3.4920654,10.162399
10.127672,1.3001099
1.7150517,1.5999117
-0.06807709,15.733614
0.77508736,14.026279
-0.20316315,15.617462
1.2442284,13.386957
5.613884,7.655422
1.5978928,12.179548
2.3571472,11.470966
0.5288639,15.035091
-0.16320801,16.045506
5.4843426,8.259607
-0.0383873,16.126295
-0.6103859,16.818575
-0.84445953,17.405695
1.1163597,1.7504902
-0.18659401,15.864786
0.68808746,14.424473
-1.0770874,17.893684
3.5716515,10.342012
0.586771,14.457874
2.653368,10.953964
1.6465454,12.931169
6.7389174,3.8106272
0.8104782,14.17729
0.25076675,15.162258
1.3177128,13.079334
0.23426056,15.5344305
1.2405033,13.271006
1.5486279,12.550152
3.1560078,10.635492
0.9264679,14.535145
0.72810364,13.970367
-0.44466782,16.499607
0.964592,13.451017
-0.23336983,1.791548
1.3893719,13.041599
3.5018349,10.29166
-0.47068787,16.362606
0.034656525,15.268267
4.340089,9.621316
0.2591629,15.09394
0.63329315,14.803089
4.029278,9.440887
2.5069962,11.764126
0.068050385,15.637369
1.0371895,13.620563
0.20020294,15.180019
0.22601318,15.370851
3.5598526,10.228851
-0.6761017,17.143547
6.7621746,5.6044292
-0.56967545,16.772137
1.4913464,12.720251
4.5210266,9.186554
-0.40275383,15.969236
-0.0886116,15.908392
0.8213997,13.778433
0.9481621,13.850193
0.44495392,14.871555
1.1871414,13.33807
6.694767,5.4430733
-0.34592247,16.540442
4.2505913,9.168907
-0.22346497,16.163666
4.6204376,9.032398
-1.0915489,17.55896
0.29080963,15.197138
0.14993095,15.4107895
4.275799,9.1694145
2.657957,11.017026
-0.08547974,16.327595
0.15100574,2.0297651
0.21059418,15.72654
1.6672802,12.754301
2.9559631,10.734665
0.21784782,15.359487
-0.22088623,15.976145
5.1437798,8.205879
3.416771,10.420343
1.138421,0.99827766
0.62194824,14.49538
5.8021474,7.549762
4.051777,9.792915
0.79063416,14.422665
-0.8493881,17.32344
2.1554718,11.768338
0.7132683,14.388062
1.6824417,12.409007
0.089702606,15.41647
-0.22403336,15.775919
0.0789814,15.750877
-1.1655807,18.065907
0.40222168,15.169099
-1.2078857,18.780304
0.631258,14.182042
0.40319824,14.855989
-0.5775604,16.891838
0.4044838,14.826113
-0.59566116,16.900894
1.5872955,12.851444
5.741909,7.8451614
0.49868393,14.472754
-0.6528473,16.683016
-0.515234,16.5642
1.412983,13.100533
1.9671745,12.095107
-0.17419434,15.241493
-0.021369934,15.833313
0.71110535,13.998886
2.3571472,11.818262
0.36405182,14.945763
-0.4084282,16.48198
0.956357,0.94837856
0.1147995,15.464037
0.6442604,14.851959
0.48070002,1.6830683
0.63705826,14.92984
4.295925,9.417055
3.8807192,3.8844118
0.3634262,14.835814
1.576397,12.87471
-0.63187027,17.269402
1.5380249,1.5859661
5.3961105,8.304852
0.5934067,14.677182
0.45028305,14.894428
-0.60993195,17.020454
4.007599,9.8364315
0.73280525,14.436222
-0.689558,17.298908
0.5948067,15.013941
2.0435715,12.055216
0.33522797,15.006544
-0.55585027,17.139326
1.3142166,13.126041
0.90367746,1.0078034
6.8001747,3.5273094
0.011735916,15.336747
-0.76420593,17.618927
-0.80197525,17.260326
-0.041563988,15.728096
0.6396313,14.543659
-0.09056854,15.477305
0.3902912,15.2522335
2.622936,11.285292
0.084386826,15.40963
4.7549715,8.414276
0.8598232,14.158109
1.0470686,1.1112585
0.56160736,14.535376
-0.3168869,16.25019
2.2902083,12.010775
1.809721,12.216278
-0.051094055,16.181871
-0.32759857,16.341896
-0.34391403,16.010351
4.5130844,9.185896
3.477459,10.50832
0.030448914,15.955506
0.6208191,14.246067
3.6227932,10.432864
0.057121277,15.517508
0.1938057,15.199783
-0.6274357,17.352259
4.4507713,9.13047
1.291214,12.87995
0.26489067,15.247326
6.7882614,0.97465897
0.060121536,15.83045
0.3829155,15.299715
-0.115787506,15.557093
-0.062108994,15.612934
0.3812313,14.8667755
0.077926636,15.773775
0.5720215,14.406559
1.8462715,12.201468
0.5496955,14.599485
-0.45889854,17.056246
6.731569,1.0534897
-0.7539253,17.012558
0.011505127,15.937275
0.12159729,14.920576
0.17972565,14.877438
2.309925,11.580442
0.29268646,15.743887
-0.09918594,16.088062
1.1917839,13.712868
0.3771057,14.756968
1.2589083,1.1212683
7.428711,-0.43613434
3.15699,10.511675
-1.0815353,17.945314
-0.41127777,16.17155
-1.1594238,17.974785
1.5046177,12.919161
-0.21172333,15.6845
1.0342407,13.518316
0.15252686,14.899572
0.055782318,15.282898
0.37921524,15.117815
1.3533401,13.20402
-0.31020546,15.872864
2.7838326,11.072512
0.73454666,14.382246
2.0711365,11.514088
0.2718277,15.539871
-0.42463875,16.624672
1.1678333,13.485737
-0.0125694275,15.41856
0.6393547,14.654661
0.5167618,14.818974
0.2547722,15.194571
3.176941,10.523857
3.2118454,10.456842
1.1347113,0.9480734
1.4705257,12.931913
0.78866196,0.7860174
0.38983727,15.242697
0.026412964,15.856665
-0.24974442,16.219538
0.053411484,15.67625
-0.28896713,16.3201
2.5603714,10.723932
0.15092278,15.953236
-0.05803013,15.864426
-0.33721924,16.217823
1.3951283,13.275528
0.83756065,14.415556
1.520092,12.913261
1.3252296,13.2996025
2.6397686,11.385254
0.6543293,14.476831
0.4712181,14.606424
4.0113254,9.5801525
-0.7121773,17.24867
4.5249557,9.487406
0.13977432,15.93424
3.0378132,10.523869
0.39660263,14.955797
1.0479126,13.716104
-0.4184265,16.373459
-0.2111206,15.772629
-0.14101791,15.938419
0.8836832,0.822227
1.3682289,13.564587
6.3697605,7.1642437
-0.47034454,16.33025
-0.15467834,16.118042
-0.13282204,16.01827
0.13389587,15.11573
-0.21677017,16.014318
1.1230688,13.915813
0.43803024,14.825323
0.15588379,15.451168
-0.6376686,16.864826
-0.029685974,15.698389
-0.5376015,16.550882
0.0557518,15.35685
2.4080658,11.027157
-0.0030937195,15.842148
5.019194,8.513437
-0.6254196,16.772724
0.36876297,15.311422
-0.7715759,16.92848
2.239645,11.639532
1.4770432,12.851373
0.20146179,15.265345
-0.47166252,16.652266
5.443756,8.08411
0.12433243,15.345239
-0.39100266,16.366661
0.443882,14.682251
0.7441902,0.70900154
0.7654686,14.285869
3.4694772,11.000237
1.1890335,13.736994
4.8674393,8.629196
0.94615173,13.817949
0.8642769,1.1836452
-0.9690933,18.182434
2.6834965,11.480513
3.1829472,10.627497
4.900792,8.199757
0.4047737,15.021675
1.0868034,13.704189
-0.10702896,16.654997
0.28338623,15.39493
2.5568428,11.290564
0.71923447,14.5467415
1.0549202,1.5077953
0.8823433,14.225928
3.4489193,10.529627
0.5471878,14.856461
3.8645077,9.901415
0.48874283,14.643312
-1.1265125,17.987732
-0.6743851,16.506771
1.7890396,12.176853
0.8818133,14.542555
0.6297264,14.6864195
-0.97896576,17.528246
0.07874489,16.259804
-1.0044289,17.789421
-0.29851532,16.540243
0.20317078,15.527215
-0.6855316,17.466768
1.6164169,12.751215
-0.38170624,16.552084
3.9322128,9.554283
1.9932079,12.265353
0.22320557,15.367282
2.7883644,2.5673676
0.4627819,14.878517
-0.62435913,16.465942
2.788704,10.84483
-1.0732269,17.918478
-0.8917465,17.572727
2.6777132,11.227916
0.2001133,15.465897
2.9225998,11.096285
1.4538784,13.008667
-0.258667,16.101974
0.6329613,14.527487
0.10614967,15.503431
1.8041668,12.203348
4.4819336,9.233322
2.1144304,11.659495
3.2985783,10.578512
-0.35440445,16.270939
2.790083,11.209999
0.06846619,15.721933
0.61112595,14.866947
1.4697924,13.048038
-0.83958817,17.164392
4.8347244,4.6952896
-0.21437836,16.30391
1.5253,12.809252
0.56225014,14.526615
0.41940308,14.922159
-0.1992569,16.000511
-0.5473938,16.626108
2.4646606,11.375411
3.5772362,10.295141
0.051530838,15.509152
0.78784084,14.085344
0.15569878,15.265749
0.16608429,15.463665
1.246357,12.934116
1.5533485,12.67783
1.9727077,12.345839
4.0892887,9.504325
1.1687756,13.620776
0.2689209,15.163359
1.2294426,13.495762
5.625183,7.882725
0.40322113,15.085367
0.2037735,15.614149
4.422844,9.37059
0.82595253,14.436879
3.0597763,10.765572
2.7187595,11.184498
-0.81212616,17.176609
6.539566,6.645214
1.3068085,12.700428
1.1287994,13.48411
-0.24980545,15.935028
0.8833165,0.92325497
0.31831026,15.33036
0.40253258,14.888752
-0.6044369,16.975178
-1.1530781,17.838522
1.3208313,13.333464
-0.09108162,15.930092
4.5137863,8.793705
1.1436958,13.752678
1.2866669,13.309191
0.6924019,14.759015
1.3353465,13.436572
4.4787865,8.845725
3.0319023,10.911756
0.011932373,15.590206
0.5985031,14.660739
0.072971344,15.404306
0.2000885,15.698614
-0.4492798,16.28374
2.1944604,11.595832
0.11822891,15.430962
-0.38663864,16.157059
-0.36947632,16.493551
2.5701952,11.444574
0.2894516,15.111889
3.2240772,10.723993
0.15204811,15.917465
3.0602074,10.960183
0.22437668,15.318346
0.7476196,14.40237
1.6919289,12.706036
0.08972931,15.463283
2.2866898,11.634804
1.1746979,13.474866
0.030937195,15.780008
1.821598,12.417961
0.48129082,14.953623
1.3328037,13.198637
5.7773,7.6219845
-0.16160393,16.394293
5.0644727,8.527599
1.1465569,13.936121
6.1521072,7.1429214
2.5024872,11.422073
3.0162048,10.998322
-0.38832855,16.08914
2.0440063,12.235897
0.79273224,14.229557
2.0997047,12.000702
2.9538536,10.94581
-0.6728554,16.903267
0.34505653,15.03914
1.4330883,12.936815
0.19956398,15.201918
1.1376534,13.528769
4.6622734,8.542133
0.71847916,14.293337
0.7374077,0.86063766
-0.5244236,16.553595
2.012844,12.739637
4.8066835,8.7936535
1.7827492,12.614412
3.3867188,10.460724
0.38931847,15.021975
-0.002445221,15.786049
3.50465,10.594688
-0.015270233,15.98897
2.5795135,11.389366
-0.6061821,17.037773
5.629389,7.9647694
1.138998,1.1923275
0.33291245,15.07727
0.96422577,13.548672
4.183588,9.775934
3.205265,10.469135
0.43375015,14.9911785
-0.16646576,16.376759
1.5514793,12.46484
4.611641,8.860542
-0.38961792,16.283728
-1.0110016,17.769756
-0.5221863,16.594067
-0.014736176,15.850109
-0.9932518,17.84755
0.62864876,14.37407
-0.02731514,15.7284775
6.8670197,5.101475
-0.118904114,16.033241
0.20012474,15.661584
1.1135406,13.447498
-0.29524994,15.771285
0.42200947,15.1899805
-0.3591578,16.252335
2.1375198,11.882305
0.5203209,14.904174
-0.22350693,16.527231
5.8137093,7.890503
-0.38881683,16.03794
2.8400345,10.658223
0.032058716,15.732197
0.21788788,14.982571
0.5069325,0.7903178
0.7964668,14.356979
0.5751209,14.593528
-0.11934471,15.501643
1.4953537,13.206583
0.5327606,14.497143
-0.39578247,15.900845
0.65291977,14.149456
1.088623,13.555717
-0.38607788,16.28087
0.85349655,14.176581
3.6869621,3.4152184
4.349846,8.937901
-0.9838829,17.51683
-1.042942,17.908037
1.3550873,13.154037
0.36130524,14.977434
-0.14041138,16.402214
0.86969805,14.384716
-0.5730629,16.465124
0.9613457,13.983887
0.4422989,15.083347
5.275345,8.518977
5.7149506,7.4968567
1.7973938,12.244762
-0.12735939,15.998093
4.3298383,9.108181
0.76649094,14.146053
2.4867935,11.460176
-0.20098495,16.048576
0.30912018,15.39
-0.5242424,16.426342
2.1277084,1.9893799
2.9960403,10.9072
0.39588928,14.998827
-0.10007286,15.578411
-0.33411026,15.976534
0.55887413,14.62936
0.38980865,15.196518
-0.27967072,16.251282
-0.30165863,15.83144
2.796402,2.9382172
-0.21006775,16.352682
-0.474041,16.223175
-0.8957329,18.231344
-0.72730255,17.03265
1.1552281,13.644098
1.0704155,13.672672
0.13838959,15.251951
1.0060768,13.8765745
-0.40565872,16.304993
3.1920931,10.663688
6.58556,6.126713
4.3891068,8.900261
0.38186264,14.784309
2.0389996,11.925549
0.09513092,15.126681
-0.51976013,16.46458
-0.20423889,15.955502
1.0889435,14.119377
-0.3573532,16.284988
1.7241554,12.675236
-0.81345177,17.948849
0.019773483,15.872483
-0.038562775,15.622049
2.2244968,11.763179
6.7339015,0.27703857
-0.5378351,16.990696
0.07105255,15.476723
3.1189651,9.891435
1.725338,12.545559
0.9081211,14.397643
1.2340622,13.091024
-0.9492531,17.606829
-0.71639633,16.817461
-0.41142082,16.202524
-0.38900757,16.158085
0.1703186,15.60153
4.703373,8.8717575
2.573389,11.024094
0.17311478,15.332716
1.6122742,12.3018
1.9165287,12.042988
3.0279503,11.023819
3.439785,10.050088
0.40727997,15.319838
0.32342148,15.11062
0.020503998,15.838601
1.7655745,12.168003
-0.3551979,16.235523
0.039411545,15.797459
1.5764008,12.726599
-0.2658844,16.18699
0.43930435,15.049402
0.94774437,13.971169
1.0620956,13.786037
3.6203423,10.088951
6.22731,7.361412
-0.5880089,17.39716
0.28717804,14.99795
-1.0515594,18.585464
3.0764866,10.873857
1.7946548,12.852066
0.11991882,15.560825
2.0870237,12.102122
1.7287426,11.966644
-0.22820663,16.234869
1.2124538,13.181429
-0.46351624,16.587597
2.5386982,10.984421
-0.66228104,16.808731
2.3146248,11.630676
0.8694954,14.593615
6.6369305,6.3935337
0.97891426,13.990997
5.84311,7.20555
0.14213705,15.32502
1.0037117,14.051201
0.2920761,15.387276
1.3172512,13.541494
2.4180593,11.096327
3.8015795,10.046195
-0.019405365,15.984356
0.19446564,15.201925
1.7685146,1.4087887
3.82975,10.193748
1.7968655,11.994366
-0.14219284,15.765926
-0.41640472,16.309479
-0.40385056,16.00996
-0.6925278,17.606785
6.568901,5.687607
1.6122513,12.9272
0.15420532,14.839863
0.52008057,14.958515
1.3120518,1.1893196
1.3455353,12.806379
0.65536594,14.631767
6.80793,-0.20502472
-0.34275055,16.475962
4.0891685,9.82391
0.73335075,14.448149
0.55371475,14.777611
6.4520226,6.6791096
0.11331177,15.274658
2.4607143,11.142786
0.33448792,15.352212
0.4162426,15.199238
1.7091484,12.907708
-0.31139755,16.089247
0.14304352,15.400019
5.052002,8.223143
-0.2759819,16.20714
0.29081535,14.783737
-0.53679466,16.618061
1.2348557,13.302362
1.2521992,1.1473198
6.0365486,7.5950823
-0.23962784,15.971542
1.811307,12.697779
4.774643,8.741665
-1.0142479,17.968094
-0.12088776,16.466438
0.864151,14.17392
3.706787,10.268394
2.363521,11.433351
0.24225616,15.320185
1.3632431,12.849728
-0.110357285,15.584687
5.835747,7.4879456
-0.08771801,15.617988
1.5028915,12.737728
0.5125923,14.721533
0.25498962,15.506229
-0.20879364,16.31781
0.49983215,14.737949
0.4508438,14.512316
0.54913807,14.074003
0.41502094,15.035088
-1.1112404,17.804693
0.81658554,14.391731
0.5094185,14.590349
-0.24294281,16.145714
0.4397087,14.568514
1.379425,13.170498
1.9222889,11.933865
0.54477406,14.764988
1.1946945,13.24048
5.7549853,7.6290007
3.03364,10.566301
-0.1438427,16.029259
4.535984,9.534901
1.8997412,12.055709
0.5146637,14.7137985
1.2623444,13.109821
-0.50035477,16.63348
0.08949661,15.3610325
0.56718254,14.773971
1.8510246,12.076281
6.696354,5.924305
-0.51939774,16.715965
0.31437492,15.257189
0.35927773,15.274162
0.70010567,14.610205
-1.0117779,17.808863
-0.7036667,16.622963
-0.3395748,16.218859
4.9114113,8.68362
0.58519745,14.538137
0.34002304,15.479657
1.8595581,12.313271
-0.2504635,16.353527
2.3255272,11.516743
-0.5643363,16.643602
-0.42276573,16.252918
-0.108695984,15.816912
0.84819794,13.887562
5.24936,8.505838
3.3364344,10.138621
0.88479424,13.936226
0.08899689,15.611633
1.2905049,13.435381
6.6927795,3.0110855
6.7717133,2.8748703
1.1716518,13.373338
1.0608826,13.695694
5.107006,8.508236
1.9452744,11.989089
-0.08579254,15.842468
0.06292915,15.89008
0.9109745,14.169926
-0.2339859,15.994036
-0.32826424,16.805729
-0.29457092,15.933811
0.12976837,15.483641
4.791809,8.417141
4.7096863,8.80084
-1.1039047,18.188211
0.76724434,14.304972
-0.54323196,16.463058
-0.2472229,15.932238
3.9595833,9.6955185
-0.50992584,16.590975
0.8428211,13.981049
0.59373856,14.483728
0.36564064,15.236694
-0.46917343,16.697414
2.715313,11.451191
0.5357208,14.803928
4.3879585,9.083801
0.40975952,15.199701
0.5609131,14.803289
0.03672409,15.571148
0.5412102,14.622713
4.0254154,9.898724
